493	263
494	253
495	228
496	236
497	245
498	199
499	235
500	225
501	205
502	210
503	190
504	215
505	196
506	179
507	170
508	192
509	181
510	185
511	204
512	189
513	173
514	170
515	171
516	162
517	149
518	145
519	146
520	152
521	151
522	144
523	128
524	150
525	128
526	127
527	126
528	132
529	206
530	969
531	1307
532	268
533	46
534	41
535	44
536	26
537	24
538	28
539	23
540	21
541	32
542	27
543	23
544	20
545	64
546	203
547	167
548	38
549	87
550	33
551	4
552	2
553	2
554	2
555	1
556	3
557	3
558	6
559	1
560	1
561	2
562	2
563	2
564	3
565	1
566	1
567	1
568	2
569	3
570	2
571	2
572	1
573	1
574	2
575	1
576	1
577	2
578	1
579	1
580	2
581	1
582	1
583	1
584	1
585	1
586	1
587	1
588	1
589	1
590	1
591	3
592	1
593	2
594	1
595	2
596	1
597	2
598	1
599	1
600	1
601	1
602	1
603	1
604	2
605	1
606	1
607	1
608	2
609	1
610	1
611	1
612	1
613	1
614	2
615	2
616	2
617	2
618	2
619	2
620	2
621	3
622	68
623	2656
624	6263
625	5583
626	4530
627	4837
628	4101
629	4790
630	4811
631	2125
632	1821
633	1297
634	930
635	897
636	847
637	898
638	863
639	899
640	2
641	2
642	2
643	2
644	2
645	2
646	2
647	3
648	68
649	2656
650	6263
651	5583
652	4530
653	4837
654	4101
655	4790
656	4811
657	2125
658	1821
659	1297
660	930
661	897
662	847
663	898
664	863
665	899
666	871
667	1062
668	1314
669	1661
670	2014
671	2329
672	2589
673	2891
674	3084
675	3214
676	3199
677	3173
678	3118
679	3100
680	2946
681	2812
682	2782
683	2572
684	2454
685	2399
686	2238
687	2135
688	2114
689	2066
690	1882
691	1853
692	1746
693	1746
694	1608
695	1623
696	1540
697	1497
698	1449
699	1429
700	1394
701	1374
702	1388
703	1326
704	1319
705	1218
706	1265
707	1232
708	1188
709	1142
710	1230
711	1164
712	1114
713	1199
714	1122
715	1177
716	1115
717	1114
718	1105
719	1108
720	1114
721	1090
722	1052
723	1046
724	1007
725	1022
726	914
727	876
728	930
729	863
730	880
731	890
732	845
733	877
734	838
735	820
736	864
737	845
738	817
739	848
740	857
741	840
742	1168
743	3484
744	5364
745	1714
746	729
747	695
748	658
749	646
750	629
751	615
752	645
753	591
754	609
755	572
756	586
757	582
758	661
759	1250
760	1293
761	714
762	794
763	659
764	497
765	523
766	502
767	466
768	458
769	486
770	477
771	481
772	440
773	479
774	442
775	416
776	440
777	452
778	416
779	445
780	429
781	412
782	366
783	368
784	390
785	370
786	356
787	371
788	359
789	358
790	348
791	328
792	329
793	341
794	325
795	319
796	324
797	318
798	299
799	327
800	302
801	306
802	304
803	286
804	249
805	279
806	277
807	292
808	245
809	272
810	268
811	256
812	252
813	264
814	254
815	229
816	237
817	246
818	200
819	236
820	226
821	206
822	211
823	191
824	216
825	197
826	180
827	171
828	193
829	182
830	186
831	205
832	190
833	174
834	171
835	172
836	163
837	150
838	146
839	147
840	153
841	152
842	145
843	129
844	151
845	129
846	128
847	127
848	133
849	207
850	970
851	1308
852	269
853	47
854	42
855	45
856	27
857	25
858	29
859	24
860	22
861	33
862	28
863	24
864	21
865	65
866	204
867	168
868	39
869	88
870	34
871	5
872	3
873	3
874	3
875	2
876	4
877	4
878	7
879	2
880	2
881	3
882	3
883	3
884	4
885	2
886	2
887	2
888	3
889	4
890	3
891	3
892	2
893	2
894	3
895	2
896	2
897	3
898	2
899	2
900	3
901	2
902	2
903	2
904	2
905	2
906	2
907	2
908	2
909	2
910	2
911	4
912	2
913	3
914	2
915	3
916	2
917	3
918	2
919	2
920	2
921	2
922	2
923	2
924	3
925	2
926	2
927	2
928	3
929	2
930	2
931	2
932	2
933	2
934	3
935	3
936	3
937	3
938	3
939	3
940	3
941	4
942	69
943	2657
944	6264
945	5584
946	4531
947	4838
948	4102
949	4791
950	4812
951	2126
952	1822
953	1298
954	931
955	898
956	848
957	899
958	864
959	900
960	3
961	3
962	3
963	3
964	3
965	3
966	3
967	4
968	69
969	2657
970	6264
971	5584
972	4531
973	4838
974	4102
975	4791
976	4812
977	2126
978	1822
979	1298
980	931
981	898
982	848
983	899
984	864
985	900
986	872
987	1063
988	1315
989	1662
990	2015
991	2330
992	2590
993	2892
994	3085
995	3215
996	3200
997	3174
998	3119
999	3101
1000	2947
1001	2813
1002	2783
1003	2573
1004	2455
1005	2400
1006	2239
1007	2136
1008	2115
1009	2067
1010	1883
1011	1854
1012	1747
1013	1747
1014	1609
1015	1624
1016	1541
1017	1498
1018	1450
1019	1430
1020	1395
1021	1375
1022	1389
1023	1327

